;-----------------------------------------------------------
;ICAO	Latitude	Longitude	City/Airport
LSZJ	47.183601	007.090833	Courtelary
LSZI	47.508888	007.950000	Fricktal-Schupfart
LSZH	47.458324	008.548056	Zurich
LSZK	47.376385	008.757500	Speck-Fehraltorf
LSZF	47.443604	008.233611	Birrfeld
LSZE	47.014999	009.481944	Bad Ragaz
LSZD	46.159996	008.783333	Ascona
LSZG	47.181381	007.416389	Grenchen
LSZL	46.160831	008.878611	Locarno
LSZY	47.410553	007.051667	Porrentruy
LSZS	46.534439	009.883889	Samedan
LSZT	47.524437	009.003056	Lommis
LSZU	47.264713	008.302500	Buttwil
LSZV	47.508888	009.262777	Sitterdorf
LSZW	46.756386	007.600555	Thun
LSZO	47.189991	008.204722	Luzern-Beromunster
LSZB	46.912220	007.499166	Belp
LSZP	47.089165	007.290000	Biel-Kappelen
LSGB	46.259995	006.986667	Bex
LSZA	46.003605	008.910277	Lugano
LSZR	47.484997	009.561944	Altenrhein
LSAN	15.844995	-061.584999	Les Saintes
LSGC	47.084160	006.793611	Les Eplatures
LSGE	46.754997	007.076111	Ecuvillens
LSGG	46.238049	006.108889	Cointrin
LSGK	46.486385	007.248611	Saanen
LSGL	46.545273	006.616667	La Blecherette
LSGN	46.957500	006.864722	Neuchatel
LSPN	47.226662	008.078055	Triengen
LSGS	46.219162	007.326944	Sion
LSGT	46.594997	007.095000	Gruyeres
LSGY	46.763332	006.613333	Yverdon-Les-Bains
LSPL	47.184998	007.741667	Langenthal
LSPM	46.513050	008.689445	Ambri
LSTO	46.916664	006.615000	Motiers
LSPV	47.204723	008.867500	Wangen-Lachen
LSGP	46.406384	006.258056	La Cote
LSPF	47.691700	008.528100	Schaffhausen
LSMP	46.816670	006.950000	Payerne (Mil)
LSPH	47.517778	008.772778	Winterthur
LSPO	47.349167	007.884167	Olten
LSTB	46.979722	007.132500	Bellechasse
LSTR	46.593333	006.404167	Montricher
LSZN	47.235833	008.496111	Hausen am Albis
LSZX	47.172778	009.041667	Schanis
LSAS	46.066667	006.966667	Switzerland FIR
LSTY	46.763100	006.613900	Yverdon
LTBW	41.106937	028.549999	Hezarfen
LTBX	40.991661	029.216667	Samandra AB
LTBY	39.810833	030.521111	Anadolu
LTCC	37.893612	040.201389	Diyarbakir
LTBS	36.714718	028.792778	Dalaman
LTCD	39.713882	039.520832	Erzincan
LTCA	38.606106	039.294167	Elazig
LTBV	37.141666	027.670000	Imsik
LTBP	40.684994	029.373333	Yalova AB
LTBT	38.809460	027.834999	Akhisar AB
LTBR	40.254997	029.563334	Yenisehir AB
LTBQ	40.736664	030.083334	Topel AB
LTCE	39.956104	041.169445	Erzurum
LTCO	39.663609	043.023335	Agri
LTBU	41.133331	027.916666	Corlu AB
LTBO	38.682213	029.471945	Usak
LTFE	37.248055	027.681944	Bodrum
LTFD	39.561386	027.024723	Edremit Korfez
LTFC	37.866104	030.382198	Suleyman Demirel
LTFB	37.952217	027.333334	Selcuk-Efes
LTFA	38.524994	026.975000	Kaklic AB
LTCP	37.736660	038.476944	Adiyaman/Kahta
LTCM	42.021664	035.080002	Sinop
LTCN	37.539722	036.953609	Kahramanmaras
LTCF	40.559441	043.098888	Kars
LTCL	37.979160	041.839165	Siirt
LTCK	38.745823	041.654167	Mus AB
LTCJ	37.931664	041.118332	Batman AB
LTCI	38.469715	043.330833	Van
LTCH	37.094990	038.849445	Sanliurfa
LTCG	40.998329	039.779720	Trabzon
LTBA	40.976662	028.815277	Ataturk
LTAT	38.436665	038.091667	Erhac AB
LTAB	39.938332	032.750000	Guvercinlik AB
LTAC	40.128056	032.994999	Esenboga
LTAD	39.949993	032.686668	Etimesgut AB
LTAE	40.079994	032.566666	Akinci AB
LTAF	36.983608	035.280834	Adana
LTAG	36.996666	035.424999	Incirlik AB
LTAH	38.735001	030.595556	Afyon AB
LTAI	36.900833	030.794722	Antalya
LTAJ	36.948883	037.479168	Oguzeli
LTAL	41.305500	033.791710	Uzunyazi
LTAN	37.979996	032.564999	Konya AB
LTAP	40.831661	035.520000	Merzifon AB
LTBE	40.234444	029.009722	Bursa
LTAR	39.815269	036.902779	Sivas
LTBD	37.816109	027.895834	Cildir
LTBL	38.511936	027.010834	Cigli AB
LTBK	38.321667	027.164999	Gaziemir AB
LTBJ	38.296112	027.159166	Adnan Menderes
LTBI	39.785000	030.583334	Eskisehir
LTBH	40.136108	026.424723	Canakkale AB
LTAQ	41.278332	036.303890	Samsun
LTBF	39.618328	027.924999	Balikesir AB
LTBN	39.424999	030.020834	Kutahya AB
LTAZ	38.769993	034.541668	Tuzkoy
LTAY	37.788887	029.705555	Cardak AB
LTAX	41.251381	031.410833	Erdemir
LTAW	40.312496	036.373890	Tokat
LTAV	39.449997	031.365000	Sivrihisar AB
LTAU	38.769993	035.493332	Erkilet AB
LTBG	40.314999	027.978333	Bandirma AB
LTAS	41.450000	031.800000	Zonguldak
LTBB	41.983333	028.033333	Istanbul FIR
LTAO	38.448889	038.099722	Malatya
LTAM	38.774722	035.515000	Kayseri
LTBM	37.750000	030.550000	Isparta
LTAK	36.583330	036.166670	Iskenderun
LTAA	42.250000	031.000000	Ankara FIR
LUKK	46.928326	028.933332	Kishinau
LWSK	41.961609	021.621433	Skopje
LWOH	41.179951	020.742325	Ohrid
LXGB	36.152496	-005.348333	Gibraltar AB
LYBE	44.819439	020.312500	Belgrade
LYNI	43.337215	021.859167	Nis
LYPG	42.359161	019.256945	Podgorica
LYPR	42.573879	021.041111	Pristina
LYTV	42.404160	018.728056	Tivat
LYVR	45.147774	021.315277	Vrsac
LYTI	42.366670	019.250000	Titograd/Golubovci
LYOH	41.185000	020.741700	Ohrid
LYBA	41.133333	018.866667	Beograd FIR
LZKZ	48.663052	021.241116	Kosice
LZZI	49.233326	018.613611	Zilina
LZTT	49.073605	020.241104	Tatry
LZTN	48.864716	017.993610	Trencin
LZSL	48.638035	019.134159	Sliac
LZPW	49.029720	021.315556	Presov
LZPP	48.624996	017.828611	Piestany
LZPE	48.766109	018.586666	Prievidza
LZMC	48.403332	017.120001	Malacky
LZIB	48.169983	017.212770	M.R. Stefanik
LZNI	48.279442	018.132778	Nitra
LZBB	48.619444	016.961111	Bratislava FIR
MBPV	21.773750	-072.265785	Providenciales Intl
MBSC	21.515551	-071.528336	South Caicos
MBSY	21.333332	-071.199997	Salt Key
MBNC	21.917562	-071.939575	North Caicos
MBGT	21.444607	-071.142334	Grand Turk Intl
MBMC	21.833328	-071.816666	Middle Caicos
MBPI	21.899998	-072.099998	Pine Cay
MBQN	18.494800	-067.129400	Aguadilla Rafael Hernandez Uni
MCPX	18.313300	-065.304300	Isla de Culebra/Culebra United
MDPP	19.757887	-070.569946	Gregorio Luperon Intl
MDST	19.469723	-070.699722	Cibao Intl
MDAB	19.199993	-069.433334	Arroyo Barril
MDSD	18.429829	-069.669029	Las Americas Intl
MDPO	19.316658	-069.500000	El Portillo
MDPC	18.567360	-068.361778	Punta Cana Intl
MDMC	19.883326	-071.633331	Monte Cristi
MDHE	18.469717	-069.969444	Herrera Intl
MDDJ	19.566662	-071.699997	Dajabon
MDCZ	18.899996	-070.716667	Constanza
MDCR	17.916666	-071.650002	Cabo Rojo
MDBH	18.251659	-071.121941	Maria Montez Intl
MDLR	18.411381	-068.941666	La Romana Intl
MDSI	18.503326	-069.761665	San Isidro AB
MDCS	19.000000	-068.000000	Santo Domingo FIR
MDAN	19.131700	-070.220000	Angelina
MDPD	15.543300	-061.308300	Melville Hall
MEZY	05.450000	-055.190000	Paramaribo Zanderij Intl
MGFL	16.913332	-089.866669	Tikal Intl
MGSJ	13.934998	-090.836670	San Jose
MGRT	14.518330	-091.696663	Retalhuleu
MGPP	16.326662	-089.418335	Poptun
MGGT	14.581939	-090.527496	La Aurora Intl
MGCB	15.469994	-090.408333	Coban
MGPB	15.731659	-088.584999	Puerto Barrios
MGZA	14.966670	-089.533330	Zacapa
MGQZ	14.833330	-091.516670	Quezaltenango
MGHT	15.316670	-091.466670	Huehuetenango
MHPL	15.272218	-083.781113	Puerto Lempira
MHLC	15.742493	-086.851669	Goloson Intl
MHTG	14.060273	-087.217224	Toncontin Intl
MHTE	15.716659	-087.483330	Tela
MHRO	16.315269	-086.532776	Roatan Intl
MHCA	14.916662	-085.900002	Catacamas
MHLE	14.266662	-088.166664	La Esperanza
MHLM	15.451385	-087.924446	La Mesa Intl
MHIC	17.399994	-083.933334	Islas Del Cisne
MHYR	15.166670	-087.116670	Yoro
MHNJ	16.466670	-085.916660	Guanaja
MHSR	14.783330	-088.783330	Santa Rosa de Copan
MHTJ	15.925000	-085.938300	Trujillo
MHCH	13.300000	-087.183330	Choluteca
MHAM	13.266670	-087.650000	Amapala
MHSC	14.383330	-087.616670	Nueva Ocotepeque
MKNG	18.364202	-078.305611	Negril Aerodrome
MKKJ	18.196661	-076.536110	Ken Jones
MKJS	18.500277	-077.915833	Sangster Intl
MKJP	17.933052	-076.788887	Norman Manley Intl
MKBS	18.400547	-076.975281	Boscobel
MKTP	17.985828	-076.824997	Tinson Pen
MKJK	20.000000	-082.000000	Kingston FIR
MKJT	21.443300	-071.141700	Grand Turk Island
MKPL	13.735000	-060.951700	St. Lucia Hewanorra Intl South
MMMY	25.778328	-100.106667	Gen Mariano Escobedo Intl
MMPB	19.156666	-098.371666	Hermanos Serdan Intl
MMPS	15.876138	-097.088921	Puerto Escondido
MMQT	20.622770	-100.369446	Ing F. Espinoza Gutierrez Int
MMPR	20.679993	-105.253609	Lic Gustavo Diaz Ordaz Intl
MMPN	19.395826	-102.038887	Gen Ignacio Lopez Rayon
MMPG	28.628328	-100.536110	Piedras Negras Intl
MMPE	31.349991	-113.533333	Punta Penasco
MMPC	20.073606	-098.783333	Pachuca
MMPA	20.602219	-097.459442	Tuxpan
MMOX	16.998610	-096.726387	Xoxocotlan Intl
MMNL	27.442776	-099.569725	Quetzalcoatl Intl
MMRX	26.008329	-098.228333	Gen Lucio Blanco
MMMZ	23.161110	-106.264168	Gen Rafael Buelna Intl
MMTJ	32.541382	-116.971664	Gen Abelardo L Rodriguez Intl
MMMX	19.435276	-099.072220	Lic Benito Juarez Intl
MMMV	26.954441	-101.470276	Monclova Intl
MMMT	18.103050	-094.580276	Minatitlan
MMNG	31.226381	-110.976669	Nogales Intl
MMTP	14.793051	-092.370003	Tapachula Intl
MMEP	21.410826	-104.841393	Tepic
MMZO	19.144438	-104.558052	Playa De Oro Intl
MMZM	20.044443	-102.275558	Zamora
MMZH	17.602215	-101.459999	Ixtapa-Zihuatanejo Intl
MMZC	22.896942	-102.684998	Gen Leobardo C Ruiz Intl
MMVR	19.144995	-096.186943	Gen Heriberto Jara Intl
MMVA	17.994719	-092.816948	C P A Carlos Rovirosa Intl
MMTC	25.568333	-103.410004	Torreon Intl
MMTX	19.583326	-103.383331	Tuxpan
MMSD	23.155270	-109.720558	Los Cabos Intl
MMTO	19.335556	-099.565002	Lic Adolfo Lopez Mateos Intl
MMTN	22.037773	-098.806664	Tamuin
MMTM	22.288883	-097.864723	Gen Francisco Javier Mina
MMMM	19.846386	-101.028893	Gen Francisco J Mujica Intl
MMTG	16.769438	-093.355835	Francisco Sarabia
MMTA	19.539999	-098.173332	Tlaxcala
MMSP	22.254158	-100.933334	Ponciano Arriaga Intl
MMSF	30.931385	-114.808891	San Felipe Intl
MMUN	21.037500	-086.883614	Cancun Intl
MMCG	30.399992	-107.883331	Nuevo Casas Grandes
MMCY	20.549992	-100.900002	Celaya
MMCV	23.702492	-098.955833	Ciudad Victoria
MMCU	28.702772	-105.963890	Gen Div P A Roberto Fierro
MMCS	31.636106	-106.428055	Abraham Gonzalez Intl
MMCP	19.815828	-090.500832	Alberto Acuna Ongay
MMCN	27.392494	-109.831947	Ciudad Obregon Intl
MMCM	18.499998	-088.316666	Chetumal Intl
MMCZ	20.524166	-086.926392	Cozumel Intl
MMCH	17.549997	-099.500000	Chilpancingo
MMCC	29.331663	-100.981110	Ciudad Acuna Intl
MMCE	18.652214	-091.801109	Ciudad Del Carmen Intl Arpt
MMML	32.630550	-115.240837	Gen Rodolfo Sanchez Taboada
MMCB	18.835827	-099.262497	Cuernavaca
MMGL	20.521385	-103.310837	Don Miguel Hidalgo Intl
MMBT	15.774158	-096.260834	Bahia De Huatulco
MMAS	21.704714	-102.317497	Jesus Teran Intl
MMAN	25.865273	-100.236946	Del Norte Intl
MMAA	16.756104	-099.753609	Gen Juan N Alvarez Intl
MMCL	24.764162	-107.474167	Culiacan Intl
MMLC	17.983326	-102.216667	Lazaro Cardenas
MMCA	30.999998	-110.266670	Cananea
MMDM	22.749998	-099.000000	Cuauhtemoc
MMMA	25.770554	-097.525002	Gen Servando Canales Intl
MMLT	25.990278	-111.347778	Loreto Intl
MMLP	24.072218	-110.362503	Gen Manuel Marquez De Leon
MMLM	25.685555	-109.081665	Valle Del Fuerte Internationa
MMJA	19.474438	-096.797226	Lencero
MMIO	25.548609	-100.927780	Plan De Guadalupe Intl
MMIM	21.244993	-086.739998	Isla Mujeres
MMES	31.794722	-116.600830	Ensenada Intl
MMHO	29.095552	-111.046944	Gen Ignacio Pesqueira Garcia
MMHC	18.499998	-097.416664	Tehuacan
MMDO	24.124994	-104.527779	Durango
MMGT	20.916660	-101.333336	Guanajuato
MMMD	20.936106	-089.657501	Lic Manuel Crecencio Rejon
MMGM	27.969437	-110.923058	Gen Jose Ma Yanez Intl
MMIA	19.273331	-103.576668	Colima
MMLO	20.991383	-101.480003	De Guanajuato Intl
MMEX	23.000000	-096.000000	Mexico FIR
MMGU	20.521130	-103.309600	
MMPPE	26.750000	-113.566700	Punta Abreojos
MMSCX	16.201700	-095.186700	Salina Cruz
MMTL	20.083330	-098.366670	Tulancingo
MMXAL	27.050000	-108.933300	Alamos
MMZP	20.750000	-103.466700	Zapopan (Mil)
MMZT	30.000000	-120.000000	Mazatlan Oceanic FIR
MMID	24.500000	-093.000000	Merida FIR
MMCZA	20.716700	-088.600000	Chichen-Itza
MMAZG	19.100000	-102.366700	Apatzingan
MMAZ	18.255700	-067.148500	Mayaguez Eugenio Maria de Host
MMTY	23.666667	-102.833333	Monterrey FIR
MNPC	14.051661	-083.385002	Puerto Cabezas
MNMG	12.140550	-086.171112	Augusto Cesar Sandino
MNBL	11.883329	-083.766670	Bluefields
MNBR	12.189996	-086.353333	Los Brasiles
MNLN	12.428300	-086.901700	Leon/Fanor Urroz
MNRR	18.250000	-065.633300	Roosevelt Roads NS
MNRS	11.416670	-085.833340	Rivas
MNCH	12.633330	-087.133330	German Pomares
MNJU	12.100000	-085.366670	Juigalpa
MNJG	13.083330	-085.983330	Jinotega
MPWN	09.250273	-078.118332	Wannukandi
MPMG	08.980275	-079.510277	Marcos A Gelabert Intl
MPTO	09.069999	-079.383614	Tocumen Intl
MPBO	09.339996	-082.251389	Bocas Del Toro Intl
MPSA	08.086381	-080.945557	Santiago
MPRH	08.374024	-080.128891	Rio Hato
MPHO	08.914992	-079.596664	Howard AFB
MPEJ	09.355276	-079.867500	Enrique Adolfo Jimenez
MPCH	09.459441	-082.513885	Cap. Manuel Nino Intl
MPJE	07.516664	-078.150002	Jaque
MPDA	08.390554	-082.434166	Enrique Malek Intl
MPSE	18.008300	-066.563000	Ponce Mercedita
MPZL	15.000000	-082.250000	Panama FIR
MPR18	18.115800	-065.421700	Camp Garcia Vieques
MPFS	09.333333	-079.983330	Fuerte Sherman MET
MPCF	09.356700	-079.868300	Enrique Adolfo Jimenez
MPLP	08.406700	-078.141700	La Palma
MPNU	07.833333	-080.283330	Augusto Vergara
MPLB	08.966667	-079.550000	Balboa
MPR27	17.966100	-066.390200	Santa Isabel
MRSA	10.133325	-083.483330	San Alberto
MRNS	09.983330	-085.650002	Nosara
MROC	09.998610	-084.195831	Juan Santamaria Intl
MRPA	09.849991	-085.233330	Palo Arco
MRSV	08.833331	-082.966667	San Vito De Jaba
MRPB	08.649998	-083.433334	Berteus
MRFS	08.649998	-083.066666	Finca 63
MRPM	08.949996	-083.466667	Palmar Sur
MRQP	09.449993	-084.133331	La Managua
MRSG	10.283328	-083.716667	Santa Clara De Guapiles
MRSL	08.833331	-083.250000	Salama
MRSO	10.266664	-083.616669	Santa Maria De Guacimo
MRLT	10.566662	-085.599998	Las Trancas
MRPV	09.957216	-084.142776	Tobias Bolanos Intl
MRCR	09.866665	-085.483330	Carrillo
MRLM	09.959997	-083.023331	Limon Intl
MRGP	10.216660	-083.816666	Guapiles
MRBA	09.166660	-083.333336	Buenos Aires De Osa
MRBC	10.766661	-083.583336	Barra Del Colorado
MRCH	09.983330	-084.783333	Chacarita
MRDO	08.899991	-083.433334	Dieciocho
MREC	10.216660	-083.483330	El Carmen
MRGF	08.649998	-083.183334	Golfito Intl
MRLB	10.593333	-085.544441	Daniel Oduber Quiros Intl
MRLC	11.033329	-084.699997	Los Chiles
MRLE	08.449998	-082.900002	Laurel
MRLF	10.649996	-085.533333	La Flor
MRCC	08.599993	-082.966667	Coto 47
MRNC	10.150000	-085.450000	Nicoya
MRPD	09.738300	-082.976700	Pandora
MSSS	13.691662	-089.116669	Ilopango Intl
MSLP	13.441659	-089.058334	El Salvador Intl
MSTT	18.337300	-064.973300	Charlotte Amali Cyril E King U
MSAC	13.566670	-089.833340	Acajutla
MSIG	18.456800	-066.098100	San Juan Fernando Luis Ribas D
MSJU	18.439400	-066.001800	San Juan Luis Munoz Marin Intl
MSKB	17.309980	-062.719990	
MSSM	13.450000	-088.116670	San Miguel / El Papalon
MSTX	17.701900	-064.798600	Christiansted Alexander Hamilt
MSSA	13.983330	-089.566670	Santa Ana / El Palmar
MTJE	18.666666	-074.166664	Jeremie
MTPX	19.933384	-072.850044	Port De Paix
MTPP	18.579166	-072.295555	Port-Au-Prince
MTJA	18.239998	-072.523888	Jacmel
MTCA	18.266840	-073.783417	Cayes
MTCH	19.733330	-072.199997	Cap Haitien Intl
MTEG	18.500000	-075.000000	Port AU Prince FIR
MTAB	11.133330	-060.850000	
MULM	22.335270	-083.642502	La Coloma
MUVR	23.030552	-081.436668	Juan Gualberto Gomez Intl
MUVT	20.987217	-076.935837	Hermanos Ameijeiras
MUSN	21.633329	-082.949997	Siguanea
MUSJ	22.095274	-084.152222	San Julian
MUSC	22.493050	-079.938889	Santa Clara
MUPB	23.033333	-082.579170	Playa Baracoa
MUNG	21.838333	-082.779167	Rafael Perez
MUNC	20.683331	-075.533333	Nicaro
MUMZ	20.286383	-077.093887	Sierra Maestra
MUMO	20.649992	-074.929169	Orestes Acosta
MUCA	22.026102	-078.791389	Maximo Gomez Intl
MUHG	20.785553	-076.314720	Frank Pais
MUBA	20.364714	-074.506668	Gustavo Rizo
MUCF	22.156940	-080.411942	Jaime Gonzalez
MUCL	21.615828	-081.545830	Vilo Acuna
MUCM	21.419716	-077.847221	Ignacio Agramonte Intl
MUCU	19.969162	-075.835831	Antonio Maceo Intl
MUGM	19.906658	-075.206665	Guantanamo Bay NAS
MUGT	20.081110	-075.158058	Mariana Grajales
MUHA	22.988609	-082.409164	Jose Marti Intl
MUBY	20.397217	-076.619164	Carlos M. Cespedes
MUMJ	20.080000	-075.156700	Mayajigua
MUPR	22.416670	-083.683330	Pinar Del Rio Norte
MUVF	13.731640	-060.951650	
MUFH	24.000000	-086.000000	Havanna FIR
MWCB	19.683327	-079.883331	Gerrard-Smith Intl
MWCL	19.666662	-080.099998	Bodden Field
MWCR	19.291660	-081.349998	Roberts Intl
MXA4	20.226660	-087.433334	Estancion Aeronaval
MXA7	25.049995	-111.650002	Villa Constitucion
MXB1	18.483324	-101.000000	Zirandaro
MXA9	19.833330	-101.766670	Zacapu
MXA8	22.999992	-098.916664	Xicotencatl
MXA3	21.149998	-088.166664	Tizimin
MXA2	19.866661	-098.949997	Tizayuca
MXA1	17.466663	-091.433334	Tenosique
MXA0	21.649996	-098.599998	Tancholin
MXA5	20.166658	-102.616669	Venustiano Carranza
MXA6	23.866659	-098.766670	Vicente Guerrero
MYIG	20.983330	-073.666664	Inagua
MYX1	22.833334	-074.349998	Pittstown Point
MYSM	24.066666	-074.516670	Cockburn Town
MYPI	25.078333	-077.296669	Paradise Island
MYNN	25.040270	-077.470276	Nassau Intl
MYMM	22.383331	-073.033333	Mayaguana
MYGW	26.683327	-078.966667	West End
MYLS	23.583324	-075.300003	Stella Maris
MYLM	23.648302	-075.334244	Cape Santa Maria
MYLD	23.249996	-075.133331	Deadmans Cay
MYXY	22.183332	-075.733330	Duncan Town
MYX2	26.950005	-077.550011	Spanish Cay
MYXZ	26.633331	-077.933334	Deep Water Cay
MYX3	26.316660	-077.566666	Mores Island
MYX4	25.383326	-077.800003	Big Whale Cay
MYX7	23.883207	-076.257294	Rudder Cut Cay
MYXA	24.266243	-076.551315	Fowl Cay
MYXB	26.117929	-077.562401	Gorda Cay
MYXC	23.595634	-075.331482	Hog Cay
MYXD	24.149244	-076.466377	Leaf Cay
MYXE	23.781849	-076.094398	Lee Stocking Island
MYXF	23.866928	-076.216103	Little Darby Island
MYXG	24.598104	-076.799133	Norman Cay
MYXH	24.216337	-076.483925	Sampson Cay
MYXJ	25.503220	-079.182152	Ocean Cay
MYGM	26.633331	-078.366669	Grand Bahama Aux AF
MYE4	24.149992	-075.516670	Hawks Nest
MYXI	26.649044	-077.023048	Scotland Cay
MYAW	27.266659	-078.400002	Walkers Cay
MYEF	23.561108	-075.874443	Exuma Intl
MYGF	26.555271	-078.698334	Freeport Intl
MYAB	24.283331	-077.683334	Bain
MYAF	24.699993	-077.800003	Andros Town Intl
MYAK	24.149992	-077.583336	Congo Town
MYAM	26.516659	-077.083336	Marsh Harbour
MYAN	25.049995	-078.050003	San Andros
MYAP	22.444439	-073.974998	Spring Point
MYAT	26.750340	-077.399605	Treasure Cay
MYBC	25.416664	-077.883331	Chub Cay Intl
MYBG	25.749992	-077.849998	Great Harbour Cay
MYBS	25.699997	-079.263336	South Bimini
MYCA	24.633333	-075.666664	Arthur's Town
MYEH	25.483324	-076.683334	North Eleuthera
MYES	24.166683	-076.450020	Staniel Cay
MYER	24.900272	-076.166115	Rock Sound Intl
MYAS	25.999996	-077.400002	Sandy Point
MYEM	25.285000	-076.330002	Governors Harbour
MYCB	24.316660	-075.449997	New Bight
MYEG	23.466660	-075.783333	George Town
MYE5	23.649994	-074.833328	Rum Cay
MYE2	24.049992	-076.383331	Blackpoint
MYCC	25.599998	-079.266670	Cat Cay
MYCX	24.149992	-075.400002	Cutlass Bay
MYCI	22.749998	-074.150002	Colonel Hill
MYCS	23.696407	-080.321312	Cay Sal
MYE3	23.933327	-076.316666	Farmer's Cay
MYNA	27.000000	-078.883333	Nassau ARTCC
MYEC	24.784720	-076.296110	Cape Eleuthera
MYX5	25.783330	-077.883330	Cistern Cay
MZBZ	17.538326	-088.305557	Philip S W Goldson Intl
NCAI	-18.829996	-159.764999	Aitutaki
NCRG	-21.200830	-159.794998	Rarotonga Intl
NCPY	-09.006056	-158.036316	Penrhyn
NCAT	-19.966660	-158.125000	Atiu
NCMK	-20.133329	-157.343338	Mauke
NFTV	-18.585554	-173.969727	Vava'u
NFTP	-15.976659	-173.755005	Niuatoputapu
NFNA	-18.044722	178.563049	Nausori Intl
NFTL	-19.778143	-174.341415	Ha'apai
NFTF	-21.240999	-175.139664	Fua'amotu Intl
NFNL	-16.463610	179.336670	Labasa
NFFN	-17.756386	177.443604	Nadi Intl
NFNM	-16.688606	-179.881393	Matei
NFNR	-12.472133	177.071671	Rotuma
NFFF	-28.000000	168.000000	Nadi Oceanic FIR
NFNK	-18.233330	-178.800000	Lakemba
NGFU	-08.525144	179.195740	Funafuti Intl
NGTA	01.378325	173.149994	Bonriki Intl
NGTU	03.083355	172.816666	Butaritari
NGBR	-01.350000	176.000000	Beru
NGFO	-05.666667	176.133300	Nanumea
NGTR	-02.666667	176.833300	Arorae Island
NIUE	-19.077778	-169.926666	Niue Intl
NLWF	-14.311383	-178.066116	Point Vele
NLWW	-13.238330	-176.198883	Hihifo
NSFA	-13.829995	-171.997498	Faleolo Intl
NSFI	-13.833333	-171.733337	Fagali
NSTU	-14.331018	-170.710526	Pago Pago Intl
NSAP	-13.800000	-171.783300	Faleolo
NTMP	-09.349994	-140.083328	Ua Pou
NTGY	-20.783329	-138.566666	Tureia
NTHE	-14.428048	-146.256943	Ahe
NTTR	-16.723051	-151.466949	Uturoa
NTKF	-16.688885	-145.335556	Faaite
NTGV	-14.865830	-148.716110	Mataiva
NTKH	-15.983327	-140.166672	Fakahina
NTKR	-14.466660	-145.033340	Takaroa
NTMD	-08.794719	-140.206390	Nuku-Hiva
NTMN	-09.772218	-139.014725	Atuona
NTMU	-08.936102	-139.552216	Ua-Huka
NTTB	-16.443605	-151.752502	Motu Mute
NTTG	-14.955275	-147.657776	Rangiroa
NTTH	-16.688047	-151.026108	Fare
NTTM	-17.491661	-149.760559	Temae
NTTP	-16.426382	-152.243332	Maupiti
NTUV	-18.783331	-138.850006	Vahitahi
NTTX	-21.816647	-138.816650	Mururoa
NTGU	-15.233326	-146.649994	Arutua
NTTO	-18.064159	-140.956940	Hao
NTGD	-15.566664	-146.416672	Apataki
NTAR	-22.430824	-151.367783	Rurutu
NTGT	-14.713883	-145.252777	Takapoto Aero
NTAA	-17.556665	-149.611389	Faaa
NTAT	-23.366661	-149.526672	Tubuai
NTGA	-17.354164	-145.496109	Anaa
NTGC	-15.119442	-148.235001	Tikehau
NTGE	-18.466829	-136.433426	Reao I
NTGF	-16.049995	-145.649994	Fakarava
NTGH	-17.544437	-146.613892	Hikueru
NTGP	-14.816663	-138.816666	Puka Puka
NTGR	-15.633333	-145.500000	Aratika
NTGB	-15.823047	-140.883331	Fangatau
NTGQ	-18.299999	-137.016663	Pukarua
NTGI	-14.438334	-146.070831	Manihi
NTGO	-17.349998	-138.449997	Tatakoto
NTGN	-14.174437	-141.265839	Napuka
NTGM	-16.583332	-143.649994	Makemo
NTGK	-15.666663	-146.883331	Kaukura
NTGJ	-23.083328	-134.883331	Totegegie
NTTT	03.000000	-145.000000	Tahiti Oceanic FIR
NVSS	-15.509443	167.213882	Santo-Pekoa
NVVV	-17.703888	168.312225	Bauerfield
NVSE	-17.093328	168.333328	Sangafa
NVSC	-13.850000	167.550000	Sola
NVSL	-16.416670	167.800000	Lamap
NWWM	-22.258326	166.472778	Magenta
NWWE	-22.588882	167.455826	Moue
NWWW	-22.016384	166.216110	Tontouta
NWWV	-20.640553	166.572784	Ouloup
NWWU	-20.789997	165.259445	Touho
NWWR	-21.481661	168.037781	La Roche Aero
NWWH	-21.256386	165.617493	Nesson
NWWD	-21.053328	164.837784	Kone
NWWC	-19.720552	163.661118	Wala
NWWL	-20.774998	167.239716	Ouanaham
NWWK	-20.546383	164.255554	Koumac
NWWN	-22.266670	166.450000	Noumea Ville
NZQN	-45.021111	168.739166	Queenstown
NZTN	-38.968330	175.813614	Turangi
NZTM	-38.843330	175.255280	Taumarunui
NZTH	-37.156666	175.550278	Thames
NZTG	-37.671944	176.196106	Tauranga
NZTA	-37.474716	175.618057	Te Aroha
NZSD	-39.318882	174.310272	Stratford
NZRV	-36.808327	175.085281	Reeve
NZRU	-39.448330	175.658890	Waiouru
NZRT	-43.289993	172.541672	Rangiora
NZRA	-37.804714	174.860001	Raglan
NZPP	-40.904617	174.989044	Paraparaumu
NZPM	-40.320549	175.616943	Palmerston North
NZOU	-44.969997	171.081665	Oamaru
NZOM	-41.539997	173.921951	Omaka
NZOH	-40.206665	175.386948	Ohakea(Military)
NZYP	-39.996658	176.536942	Waipukurau
NZTO	-38.236668	175.891937	Tokoroa
NZRO	-38.109158	176.317215	Rotorua
NZWK	-37.920551	176.914169	Whakatane
NZOP	-38.022495	177.307220	Opotiki
NZWV	-37.429993	175.951950	Waihi Beach
